1,labels
 i once caught him eating a vata vat of uncooked rice covered in peanut butter,[5]
the first hour i couldnt even move,"[2, 4]"
tried to talk to my cousin to see whether this was really a possesion or something else,"[2, 5]"
the problem was my brain was ready for a 22 mile ride my body was not,[2]
i didnt see any light yet it still seemed to glow,"[2, 5]"
we were both quiet and i closed my eyes,[6]
is in my eyes see heh,[3]
a familiar voice rang in my ears,[5]
i dont know i dont know i dont know,"[2, 4]"
driving 20 some year old cars or nearly,[5]
and then we have the ultimately retarded  spanish lesson   which i kind of like because its so entertainingly bad  and  incredible  which just flatout gets on my nerves,[0]
i can just imagine how many bugs have been snacking on my legs as ive sat here for the last couple hours,[2]
i rolled my eyes while following behind kathythen the voice from behind me sternly said  are you talking to me,[6]
i changed and manage to get out of my iced over neighborhood to get there i stand in the back putting food on trays and cursing under my breath every time i move my foot,"[0, 2]"
i go in and sit down at my usual seat,[6]
my roommate was asleep in his bed,[6]
my prep nurse deborah  went by debbie  which i thought was great because i really wanted my mom with me but it wasnt possible with a csection   held my hand and told me to sit very still,[2]
i whirl around of course and see nothing,"[2, 5]"
then the screaming started,"[2, 4, 5]"
my hearts finally starting to feel at peace and everything that used to feel wrong is suddenly starting to feel really right,[3]
she claimed i beat her raped her tortured and abused her,"[0, 2, 4, 5]"
as they walked up to the cross walk they were horsing around,[3]
i seated some where and just about to open my story book my eye caught a glimpse of someone standing right do nt even know walk to library,"[2, 5]"
and this tradition keep on every time billy made it to class we would clap and cheer  until he died,"[3, 4]"
my bedroom was next to the kitchen,[6]
so what happens is we get there,[6]
later when we got home she saw all her presents on the kitchen table,"[3, 5]"
 i felt my eyelids swelling shut and the crack in my collarbone started to throb,"[2, 4]"
my mother announced our names into the intercom i folded my hands prayerlike calm down calm down calm down,[2]
with an infant stroller and backup i had my hands full and i needed time to do things,[2]
i though nothing of it until i turned out the lights,"[2, 5]"
i then started to cry again with a doll in my arms,[4]
i know with all my heart that taking this job was the right thing to do,[3]
this is pretty tame,[3]
it was really beautiful but being half asleep i didnt want to wake up anymore and so i kept dozing in and out of sleep watching the sunrise for a few moments before closing my eyes again and drifting off to sleep,[3]
the brace however squeezes my leg flesh out the top and bottom of the brace and makes my knee cap look like a brain when i straighten my leg but whatever,[6]
allinall i had a great time my back didnt kill me and i felt great after the game was over,[3]
my eyes are halfclosed heavy from the liquor and not sleepin but still theyre watchful of the tender who they suspect of fueling the glass every time i leave to piss,[2]
the sun seems brighter on those mornings head clearer mind sharper expertly spreading happiness with my eyes,[3]
and i got ta tell you right here folks that brings a tear to my eye,"[3, 4]"
the dream ended with me riding my friendly pterodactyl through the skies my hands stretched out to touch the clouds laughing at the windand catching a whiff of my own foul breath blown back into my face,"[3, 5]"
every boarding school has some odd tradition or skill students must undertake before graduation,[5]
people are starting to chant fight fight fight while some say bro it aint worth it,"[0, 2, 5]"
he didnt swerve,[2]
i felt a slight heat creep over my cheeks and i giggled lightly coming back to the thought that he was all mine,[3]
i had two in a row,[6]
everytime i shower i look at the scar on my belly and cry not because i have a scar on my body but because of the scar on my heart,"[2, 4]"
i got lie after lie,"[0, 2, 4]"
ive never had my cheeks hurt so much from laughing and  or smiling,[3]
he picked her up and put her in front of a mirror and said  look look at you,"[3, 5]"
that night i sat at my computer and read about rainbow bridge and cried some more and i could actually feel my heart hurt with the pain of loss,"[2, 4]"
i can only knit for so long till my hands start to hurt and i havent been in a video gaming mood lately so i needed something,[6]
no noise at all no lights it wasnt pitch black either,"[2, 5]"
then bodybag was on my case and was ordering a cell search and people were shoving the  uppers  into my hands to which i was there trying to hide them in my pockets and such,"[0, 2]"
dated a woman who invited me to her birthday party,[3]
im going to meet your sister,"[2, 3]"
this shrapnel bomb shattered the pieces of plastic into my face and legs,"[0, 2, 4, 5]"
im in the barn all day 6 days a week doing a job that keeps me on my feet and moving for the entire time im there,[2]
we all decided to calm down we thought that it was probably something when your phone activates something thats all,"[2, 5]"
my back ached and i was glad to sit down at every oppourtunity,"[3, 4]"
we did this like 3 times before we just decided to leave it in the closet,[6]
least odd bit of these three stories,[5]
 im terrified that theyre going to kill her beat her rape her all of the above,"[2, 4]"
not insanely creepy but kinda gave me a weird feeling,"[2, 5]"
all of a sudden we were standing on the street corner waiting for the light to change so we could cross,[5]
i adjusted to the noise inside my head and in turn my inner need to analyze and obsess died out,"[2, 3]"
once i was young an  hand  some  i was upon my soul  once my cheeks was roses my eyes was black as coal and i cant remember in them days of hearin  people say for any kind of a reason that i was in their way,[4]
i was eating at an ethiopian cafe the other day,[3]
the anesthesiologist put an oxygen mask over my face told me it wasnt the good stuff yet then i woke up to the room flipping around,"[2, 5]"
i had something similar less extreme happen to me once,"[2, 5]"
i come downstairs and see grandma at the dining room table,[3]
we had recently transferred g to his own bedroom and crib from a cradle that was still in the master bedroom,[3]
my leg so tired 4,[2]
i was less sad about missing my birthday though and more sad about missing her,[4]
linzi and i of course tried them a decision that i immediately questioned after putting it in my mouth,"[2, 5]"
i throw my hands up in the air sometimes sayin  ayoh got ta let go i wan na celebrate and live my life sayin  ayoh baby lets go cause we gon  rock this club we gon  go all night we gon  light it up like its dynamite cause i told you once now i told you twice we gon  light it up like its dynamite god i wish i could,[3]
a clip board was forced into my hands as i stood lost in a dark abyss unaware of the reality going on around me,"[2, 4, 5]"
so my leg is shaking at a million miles an hour and i turn into the target parking lot as she sort of continues to follow me,[2]
my back started aching,[2]
i feel bad for my employees tootheyre all sad and call me almost everyday and it really breaks my heart,"[2, 4]"
i stopped for water at the rest stops and got doused with a hose which was very pleasant except my shoes got drenched so i was running with heavy sponges on my feet for the last two miles,[2]
